TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,4.0160007,1.0,5.881662,1.8656613,8.0,6.5339394,7.545901,3.5299003,7.5460653,9.55185
2,2,8,3,2,1,2.550000e+00,1.0,1.0,9.565593,1.0,10.219696,0.6541031,5.0,12.0826025,13.091983,3.5263898,13.092114,14.10633
3,3,1,1,1,2,1.700000e+00,1.0,2.0,14.11112,1.0,15.274389,1.1632689,9.0,16.62853,17.636217,3.525097,17.63635,19.645172
4,4,6,2,3,2,8.500000e-01,1.0,3.0,19.661722,1.0,20.696316,1.0345927,4.0,22.179537,23.188515,3.5267923,23.188648,25.200817
5,5,2,1,2,4,2.550000e+00,1.0,4.0,25.20454,1.0,26.40222,1.1976783,5.0,27.722345,28.729172,3.5246313,28.729307,32.741657
6,6,4,2,1,1,2.550000e+00,1.0,5.0,32.750946,1.0,33.57611,0.8251668,6.0,35.268333,36.276363,3.5254202,36.276497,37.279526
7,7,7,3,1,4,1.700000e+00,1.0,6.0,37.2827,1.0,38.764565,1.4818622,7.0,39.800667,40.807777,3.525077,40.807915,44.820347
8,8,5,2,2,1,8.500000e-01,1.0,7.0,44.829945,2.0,45.454693,0.6247504,5.0,47.347633,48.353256,3.5233145,48.353397,49.358204
9,9,7,3,1,3,2.550000e+00,1.0,8.0,49.360996,2.0,50.75972,1.398726,4.0,51.87896,52.88626,3.5252652,52.886395,55.898125
10,10,7,3,1,4,1.700000e+00,1.0,9.0,55.89963,2.0,56.282112,0.3824816,4.0,58.416965,59.42215,3.5225215,59.422283,63.422485
11,11,4,2,1,1,8.500000e-01,1.0,10.0,63.431812,2.0,63.956303,0.5244909,3.0,65.94949,66.95603,3.524218,66.95616,67.960175
12,12,6,2,3,2,8.500000e-01,1.0,11.0,67.96803,1.0,68.47759,0.50956,4.0,70.48557,71.491776,3.5237448,71.49191,73.49905
13,13,6,2,3,2,1.700000e+00,1.0,12.0,73.50674,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,4.016935,1.0,4.4998937,0.4829587,6.0,6.5343246,7.5488877,3.5319524,7.5491138,9.5655575
2,2,8,3,2,1,2.550000e+00,1.0,1.0,9.578869,2.0,9.865842,0.2869729,5.0,12.097326,13.108297,3.529428,13.108476,14.114641
3,3,1,1,1,2,1.700000e+00,1.0,2.0,14.11998,2.0,15.548378,1.4283987,1.0,16.637243,17.648445,3.528465,17.648623,19.664469
4,4,6,2,3,2,8.500000e-01,1.0,3.0,19.672827,1.0,20.164303,0.4914743,1.0,22.189095,23.199326,3.5264988,23.199507,25.213484
5,5,2,1,2,4,2.550000e+00,1.0,4.0,25.217407,--,--,--,--,--,--,--,--,--
6,6,4,2,1,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
7,7,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
8,8,5,2,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
9,9,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
10,10,7,3,1,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
11,11,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
12,12,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
13,13,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
14,14,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,9,3,3,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,7,3,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,3,1,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,1,1,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,2,1,2,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,1,1,1,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,8,3,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,7,3,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,3,1,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,6,2,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,1,1,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,7,3,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,3,1,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,9,3,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,1,1,1,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,9,3,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,2,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,4,2,1,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,3,1,3,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,2,3,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,4,2,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,4,2,1,4,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,1,1,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,3,1,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,4,2,1,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,9,3,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,3,1,3,3,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,3,1,3,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,2,1,2,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,5,2,2,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,2,1,2,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,4,2,1,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,3,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,4,2,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,8,3,2,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,3,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,6,2,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,3,1,3,4,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,3,3,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,2,1,2,1,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
73,73,9,3,3,2,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
74,74,5,2,2,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
75,75,4,2,1,1,1.700000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
76,76,3,1,3,3,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
77,77,3,1,3,2,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
78,78,7,3,1,3,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
79,79,3,1,3,4,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
80,80,1,1,1,1,8.500000e-01,0.0,--,--,--,--,--,--,--,--,--,--,--
81,81,5,2,2,2,2.550000e+00,0.0,--,--,--,--,--,--,--,--,--,--,--
﻿TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,2,2.550000e+00,1.0,0.0,4.010606,0.0,999.0,999.0,999.0,6.514689,7.5305014,3.5198958,7.5307474,9.547104
2,2,8,3,2,1,2.550000e+00,1.0,1.0,9.553563,0.0,999.0,999.0,999.0,12.064191,13.080865,3.5273013,13.080982,14.096842
3,3,1,1,1,2,1.700000e+00,1.0,2.0,14.102498,1.0,15.09763,0.9951311,8.0,16.618868,17.63003,3.527532,17.630207,19.630333
4,4,6,2,3,2,8.500000e-01,1.0,3.0,19.641285,2.0,20.230417,0.5891313,8.0,22.159092,23.16926,3.5279741,23.169405,25.18002
5,5,2,1,2,4,2.550000e+00,1.0,4.0,25.1871,1.0,26.34729,1.1601918,5.0,27.704039,28.711185,3.5240872,28.711378,32.71332
6,6,4,2,1,1,2.550000e+00,1.0,5.0,32.717464,0.0,999.0,999.0,999.0,35.23101,36.247387,3.5299227,36.247513,37.2633
7,7,7,3,1,4,1.700000e+00,1.0,6.0,37.270275,0.0,999.0,999.0,999.0,39.78073,40.79695,3.5266793,40.79709,44.81303
8,8,5,2,2,1,8.500000e-01,1.0,7.0,44.81801,0.0,999.0,999.0,999.0,47.330185,48.34748,3.5294707,48.347694,49.348
9,9,7,3,1,3,2.550000e+00,1.0,8.0,49.351154,0.0,999.0,999.0,999.0,51.86408,52.880856,3.529703,52.88097,55.896587
10,10,7,3,1,4,1.700000e+00,1.0,9.0,55.899906,2.0,56.547035,0.6471299,4.0,58.41666,59.42428,3.524374,59.42442,63.42965
11,11,4,2,1,1,8.500000e-01,1.0,10.0,63.433918,1.0,63.93029,0.4963749,9.0,65.9507,66.95665,3.5227315,66.9568,67.9631
12,12,6,2,3,2,8.500000e-01,1.0,11.0,67.9667,1.0,68.597176,0.6304783,4.0,70.48312,71.48902,3.522325,71.48925,73.49609
13,13,6,2,3,2,1.700000e+00,1.0,12.0,73.49953,0.0,999.0,999.0,999.0,76.01385,77.02962,3.5300944,77.02974,79.02979
14,14,6,2,3,4,8.500000e-01,1.0,13.0,79.03266,0.0,999.0,999.0,999.0,81.54732,82.562515,3.5298505,82.562675,86.56515
15,15,9,3,3,4,2.550000e+00,1.0,14.0,86.568535,0.0,999.0,999.0,999.0,89.08228,90.09916,3.5306232,90.0995,94.099556
16,16,1,1,1,3,8.500000e-01,1.0,15.0,94.11353,0.0,999.0,999.0,999.0,96.61628,97.63218,3.5186462,97.63254,100.64843
17,17,7,3,1,3,2.550000e+00,1.0,16.0,100.65667,0.0,999.0,999.0,999.0,103.164474,104.26228,3.6056187,104.342285,107.34457
18,18,9,3,3,3,8.500000e-01,1.0,17.0,107.35038,0.0,999.0,999.0,999.0,109.85229,110.86377,3.513389,110.86414,113.87717
19,19,6,2,3,2,1.700000e+00,1.0,18.0,113.88579,0.0,999.0,999.0,999.0,116.39438,117.40973,3.5239365,117.41008,119.41028
20,20,5,2,2,3,2.550000e+00,1.0,19.0,119.41689,0.0,999.0,999.0,999.0,121.92782,122.94402,3.5271325,122.94434,125.961075
21,21,1,1,1,2,8.500000e-01,1.0,20.0,125.97575,0.0,999.0,999.0,999.0,128.47833,129.49393,3.518177,129.49428,131.51094
22,22,7,3,1,2,8.500000e-01,1.0,21.0,131.52011,0.0,999.0,999.0,999.0,134.0278,135.0444,3.5243042,135.04474,137.04483
